timestamp,host,resolved_ip,reachable,packets_sent,packets_received,packet_loss_pct,avg_ms,min_ms,max_ms
2025-08-14T17:57:54,8.8.8.8,8.8.8.8,True,4,4,0.0,73.307,38.259,107.968
2025-08-14T17:57:57,1.1.1.1,1.1.1.1,True,4,4,0.0,82.616,39.859,117.04
2025-08-14T17:58:01,google.com,142.250.176.14,True,4,4,0.0,53.443,35.004,94.263
2025-08-14T17:58:04,cloudflare.com,104.16.132.229,True,4,4,0.0,51.644,42.972,69.987
2025-08-14T17:58:18,citrix.com,54.86.126.30,False,4,0,100.0,,,
2025-08-14T17:58:21,github.com,140.82.116.3,True,4,4,0.0,65.623,56.386,90.004
2025-08-14T17:58:24,microsoft.com,13.107.246.71,True,4,4,0.0,63.955,34.897,114.96
2025-08-14T17:58:27,apple.com,17.253.144.10,True,4,4,0.0,76.368,43.264,130.995
2025-08-14T17:58:30,amazon.com,205.251.242.103,True,4,4,0.0,110.392,104.556,125.991
2025-08-14T17:58:34,facebook.com,157.240.11.35,True,4,4,0.0,37.639,34.95,44.077
2025-08-14T17:58:37,openai.com,104.18.33.45,True,4,4,0.0,44.253,35.273,63.206
2025-08-14T17:58:51,netflix.com,52.38.7.83,False,4,0,100.0,,,
2025-08-14T17:58:54,yahoo.com,74.6.143.26,True,4,4,0.0,143.538,97.445,240.096
2025-08-14T17:58:57,duckduckgo.com,52.250.42.157,True,4,4,0.0,66.692,63.98,69.839
2025-08-14T17:59:00,reddit.com,151.101.193.140,True,4,4,0.0,36.462,34.808,38.126
2025-08-14T17:59:00,example.nonexistent,,False,,,,,,
2025-08-14T17:59:00,no-such-domain.test,,False,,,,,,
2025-08-14T17:59:14,usps.com,56.0.134.100,False,4,0,100.0,,,
2025-08-14T17:59:18,akamai.com,23.210.216.151,True,4,4,0.0,43.173,35.445,55.369
2025-08-14T17:59:32,bankofamerica.com,171.161.148.150,False,4,0,100.0,,,
